lemma,sense_name,definition,example,example_source,notes,Num_WN_Examples,group_id
cover,cover.v.13,maintain a check on; especially by patrolling,The second officer covered the top floor,wordnet,wordnet example,1,cover_5
cover,cover.v.16,invest with a large or excessive amount of something,She covered herself with glory,wordnet,wordnet example,1,cover_5
cover,cover.v.09,hold within range of an aimed firearm,Give me cover!,hand_written,no wordnet example for sense,0,cover_5
cover,cover.v.11,hide from view or knowledge,The President covered the fact that he bugged the offices in the White House,wordnet,wordnet example,1,cover_5
cover,brood.v.05,sit on (eggs),The female covers the eggs,wordnet,wordnet example,2,cover_6
cow,cow.n.01,female of domestic cattle:,"The cow says ""moo""",hand_written,no wordnet example for lemma,1,cow_1
cow,cow.n.02,mature female of mammals of which the male is called `bull',The cow just gave birth to a calf,hand_written,no wordnet example for sense,0,cow_1
cow,cow.n.03,a large unpleasant woman,The women is such a cow,hand_written,no wordnet example for sense,0,cow_1
cracker,firecracker.n.01,firework consisting of a small explosive charge and fuse in a heavy paper casing,The city organizes a fire cracker show on 4th of July,hand_written,no wordnet example for sense,0,cracker_1
cracker,cracker.n.01,a thin crisp wafer made of flour and water with or without leavening and shortening; unsweetened or semisweet,"We have to have lunch soon, we don't want to eat crackers all day long",childes,no wordnet example for sense,0,cracker_1
cracker,cracker.n.03,"a programmer who cracks (gains unauthorized access to) computers, typically to do malicious things",Crackers are often mistakenly called hackers,wordnet,wordnet example,1,cracker_1
cracker,redneck.n.01,a poor White person in the southern United States,The cracker had to crack his own corn,hand_written,no wordnet example for sense,0,cracker_1
cracker,cracker.n.05,a party favor consisting of a paper roll (usually containing candy or a small favor) that pops when pulled at both ends,Confetti came out of a cracker,childes,no wordnet example for sense,0,cracker_1
crayon,crayon.n.01,writing implement consisting of a colored stick of composition wax used for writing and drawing,He wants to draw with the crayons,childes,no wordnet example for sense,0,crayon_1
crib,crib.n.04,the cards discarded by players at cribbage,The crib belongs to the dealer,hand_written,no wordnet example for sense,0,crib_1
crib,cribbage.n.01,a card game (usually for two players) in which each player is dealt six cards and discards one or two,I'm great at crib but terrible at blackjack,hand_written,no wordnet example for sense,0,crib_1
crib,crib.n.01,baby bed with high sides made of slats,You're growing out of your crib,hand_written,no wordnet example for sense,0,crib_1
crib,crib.n.03,a bin or granary for storing grains,We store the grains in the crib,hand_written,no wordnet example for sense,0,crib_1
cry,cry.v.07,bring into a particular state by crying,The little boy cried himself to sleep,wordnet,wordnet example,1,cry_1
cry,cry.v.04,proclaim or announce in public,"Before we had newspapers, a town crier would cry the news",wordnet,wordnet example,2,cry_1
cry,exclaim.v.01,"utter aloud; often with surprise, horror, or joy",Watch out!' cried the lady as he made a grab for the groceries,childes,no wordnet example for lemma,3,cry_1
cry,cry.v.02,"shed tears because of sadness, rage, or pain",She cried bitterly when she heard the news of his death,wordnet,wordnet example,2,cry_1
cry,cry.v.05,demand immediate action,This situation is crying for attention,wordnet,wordnet example,1,cry_1
cry,shout.v.02,utter a sudden loud cry,The woman's cry echoed through the field,hand_written,no wordnet example for lemma,2,cry_2
cry,cry.v.06,utter a characteristic sound,The cat was crying,wordnet,wordnet example,1,cry_2
cup,cup.n.04,a United States liquid unit equal to 8 fluid ounces,I had two slices of toast with half a cup of cottage cheese,childes,no wordnet example for sense,0,cup_1
cup,cup.n.02,the quantity a cup will hold,He drank a cup of coffee,wordnet,wordnet example,2,cup_1
cup,cup.n.06,a punch served in a pitcher instead of a punch bowl,I need a cup of punch,hand_written,no wordnet example for sense,0,cup_1
cup,cup.n.01,a small open container usually used for drinking; usually has a handle,He put the cup back in the saucer,wordnet,wordnet example,2,cup_1
cup,cup.n.08,a large metal vessel with two handles that is awarded as a trophy to the winner of a competition,The school kept the cups is a special glass case,wordnet,wordnet example,1,cup_1
cup,cup.n.07,the hole (or metal container in the hole) on a golf green,He swore as the ball rimmed the cup and rolled away,wordnet,wordnet example,2,cup_2
cup,cup.n.05,cup-shaped plant organ,The cup of the buttercup is filled with dew,hand_written,no wordnet example for sense,0,cup_2
cup,cup.n.03,any cup-shaped concavity,Bees filled the waxen cups with honey,wordnet,wordnet example,3,cup_2
cut,ignore.v.01,refuse to acknowledge,She cut him dead at the meeting,wordnet,wordnet example,1,cut_1
cut,switch_off.v.01,cause to stop operating by disengaging a switch,Cut the engine,wordnet,wordnet example,3,cut_1
cut,cut.v.16,pass through or across,The boat cut the water,wordnet,wordnet example,1,cut_1
cut,cut.v.11,intentionally fail to attend,Cut class,wordnet,wordnet example,1,cut_1
cut,edit.v.03,cut and assemble the components of,Cut recording tape,wordnet,wordnet example,2,cut_1
cut,cut.v.24,function as a cutting instrument,This knife cuts well,wordnet,wordnet example,1,cut_2
cut,cut.v.39,have grow through the gums,The baby cut a tooth,wordnet,wordnet example,1,cut_2
cut,cut.v.19,make a recording of,Cut the songs,wordnet,wordnet example,2,cut_2
cut,cut.v.21,create by duplicating data,Cut a disk,wordnet,wordnet example,2,cut_2
cut,cut.v.40,grow through the gums,The new tooth is cutting,wordnet,wordnet example,1,cut_2
cut,cut.v.25,allow incision or separation,This bread cuts easily,wordnet,wordnet example,1,cut_3
cut,cut.v.22,form or shape by cutting or incising,Cut paper dolls,wordnet,wordnet example,1,cut_3
cut,cut.v.07,style and tailor in a certain fashion,Cut a dress,wordnet,wordnet example,1,cut_3
cut,cut.v.26,divide a deck of cards at random into two parts to make selection difficult,Wayne cut,wordnet,wordnet example,2,cut_3
cut,cut.v.29,fell by sawing; hew,The Vietnamese cut a lot of timber while they occupied Cambodia,wordnet,wordnet example,1,cut_3
cut,cut.v.15,pass directly and often in haste,We cut through the neighbor's yard to get home sooner,wordnet,wordnet example,1,cut_4
cut,cut.v.32,shorten as if by severing the edges or ends of,Cut my hair,wordnet,wordnet example,1,cut_4
cut,cut.v.36,"cease, stop",Cut the noise,wordnet,wordnet example,2,cut_4
cut,swerve.v.01,turn sharply; change direction abruptly,The car cut to the left at the intersection,wordnet,wordnet example,2,cut_4
cut,cut.v.35,have a reducing effect,This cuts into my earnings,wordnet,wordnet example,1,cut_4
cut,cut.v.01,separate with or as if with an instrument,Cut the rope,wordnet,wordnet example,1,cut_5
cut,cut.v.13,give the appearance or impression of,Cut a nice figure,wordnet,wordnet example,1,cut_5
cut,dilute.v.01,lessen the strength or flavor of a solution or mixture,Cut bourbon,wordnet,wordnet example,1,cut_5
cut,write_out.v.02,make out and issue,Cut a ticket,wordnet,wordnet example,3,cut_5
cut,cut.v.14,move (one's fist),His opponent cut upward toward his chin,wordnet,wordnet example,1,cut_5
cut,cut.v.04,make an incision or separation,Cut along the dotted line,wordnet,wordnet example,1,cut_6
cut,cut.v.30,penetrate injuriously,The glass from the shattered windshield cut into her forehead,wordnet,wordnet example,1,cut_6
cut,cut.v.34,dissolve by breaking down the fat of,Soap cuts grease,wordnet,wordnet example,1,cut_6
cut,abridge.v.01,reduce in scope while retaining essential elements,The movie script was cut to the basics,hand_written,no wordnet example for lemma,1,cut_6
cut,geld.v.01,cut off the testicles (of male animals such as horses),I have to cut my gelding,hand_written,no wordnet example for lemma,1,cut_6
cut,cut.v.06,"form by probing, penetrating, or digging",Cut a hole,wordnet,wordnet example,3,cut_7
cut,cut.v.28,reap or harvest,Cut grain,wordnet,wordnet example,1,cut_7
cut,cut.v.08,hit (a ball) with a spin so that it turns in the opposite direction,Cut a Ping-Pong ball,wordnet,wordnet example,1,cut_7
cut,cut.v.23,perform or carry out,Cut a caper,wordnet,wordnet example,1,cut_7
cut,cut.v.05,discharge from a group,The coach cut two players from the team,wordnet,wordnet example,1,cut_7
cut,cut.v.18,stop filming,Cut a movie scene,wordnet,wordnet example,1,cut_8
cut,cut.v.20,record a performance on (a medium),Cut a record,wordnet,wordnet example,1,cut_8
cut,reduce.v.01,cut down on; make a reduction in,The employer wants to cut back health benefits,wordnet,wordnet example,2,cut_8
cut,hack.v.02,be able to manage or manage successfully,She could not cut the long days in the office,wordnet,wordnet example,2,cut_8
cut,cut.v.33,weed out unwanted or unnecessary things,"We had to lose weight, so we cut the sugar from our diet",wordnet,wordnet example,1,cut_8
cut,cut.v.17,make an abrupt change of image or sound,Cut from one scene to another,wordnet,wordnet example,1,cut_9
cute,cute.s.02,obviously contrived to charm,A child with intolerably cute mannerisms,wordnet,wordnet example,2,cute_1
cute,cunning.s.01,attractive especially by means of smallness or prettiness or quaintness,A cute kid with pigtails,wordnet,wordnet example,4,cute_1
dance,dance.v.03,"skip, leap, or move up and down or sideways",The children danced with joy,wordnet,wordnet example,2,dance_1
dance,dance.v.02,move in a pattern; usually to musical accompaniment; do or perform a dance,My husband and I like to dance at home to the radio,wordnet,wordnet example,1,dance_1
dance,dance.v.01,move in a graceful and rhythmical way,The young girl danced into the room,wordnet,wordnet example,1,dance_1
dark,dark.a.01,devoid of or deficient in light or brightness; shadowed or black,Sitting in a dark corner,wordnet,wordnet example,4,dark_1
dark,benighted.s.02,lacking enlightenment or knowledge or culture,The dark ages,wordnet,wordnet example,4,dark_1
dark,colored.s.02,having skin rich in melanin pigments,Dark-skinned peoples,wordnet,wordnet example,2,dark_1
dark,dark.s.11,not giving performances; closed,The theater is dark on Mondays,wordnet,wordnet example,1,dark_1
dark,blue.s.08,causing dejection,The dark days of the war,wordnet,wordnet example,7,dark_1
dark,dark.s.08,marked by difficulty of style or expression,Much that was dark is now quite clear to me,wordnet,wordnet example,2,dark_2
