group_id,lemma,1,2,3,4,5,num_senses
kitty_1,kitty,"informal terms referring to a domestic cat <br /> <i>(Example: It's an orange kitty cat, meow)</i>",the cumulative amount involved in a game (such as poker) <br /> <i>(Example: He won the whole kitty last night)</i>,young domestic cat <br /> <i>(Example: Pet the kitty)</i>,the combined stakes of the betters <br /> <i>(Example: You haven't put any money in the kitty for three weeks)</i>,,4
tooth_1,tooth,something resembling the tooth of an animal <br /> <i>(Example: The mouth of the cave had teeth all around the entrance)</i>,a means of enforcement <br /> <i>(Example: The treaty had no teeth in it)</i>,toothlike structure in invertebrates found in the mouth or alimentary canal or on a shell <br /> <i>(Example: Look at that snake's tooth)</i>,hard bonelike structures in the jaws of vertebrates; used for biting and chewing or for attack and defense <br /> <i>(Example: You have a tooth coming in)</i>,one of a number of uniform projections on a gear <br /> <i>(Example: This gear has a missing tooth)</i>,5
cow_1,cow,"female of domestic cattle: <br /> <i>(Example: The cow says ""moo"")</i>",a large unpleasant woman <br /> <i>(Example: The women is such a cow)</i>,mature female of mammals of which the male is called `bull' <br /> <i>(Example: The cow just gave birth to a calf)</i>,,,3
ice_2,ice,water frozen in the solid state <br /> <i>(Example: Americans like ice in their drinks)</i>,,,,,1
dish_2,dish,a piece of dishware normally used as a container for holding or serving food <br /> <i>(Example: We gave them a set of dishes for a wedding present)</i>,,,,,1
bring_3,bring,be accompanied by <br /> <i>(Example: Can I bring my cousin to the dinner?)</i>,,,,,1
present_1,present,something presented as a gift <br /> <i>(Example: His tie was a present from his wife)</i>,"a verb tense that expresses actions or states at the time of speaking <br /> <i>(Example: This sentence should be in the past tense, not the present)</i>",the period of time that is happening now; any continuous stretch of time including the moment of speech <br /> <i>(Example: That is enough for the present)</i>,,,3
blow_1,blow,provide sexual gratification through oral stimulation <br /> <i>(Example: Are you going to blow him?)</i>,show off <br /> <i>(Example: She likes to blow about her achievements in college)</i>,burst suddenly <br /> <i>(Example: Don't blow a gasket)</i>,"make a mess of, destroy or ruin <br /> <i>(Example: You're going to blow it if you're not careful)</i>",cause to be revealed and jeopardized <br /> <i>(Example: Don't blow my cover.)</i>,5
head_5,head,the subject matter at issue <br /> <i>(Example: Under the head of minor Roman poets)</i>,the tip of an abscess (where the pus accumulates) <br /> <i>(Example: The head of the pimple is white)</i>,a user of (usually soft) drugs <br /> <i>(Example: The office was full of secret heads)</i>,(usually plural) the obverse side of a coin that usually bears the representation of a person's head <br /> <i>(Example: Call heads or tails!)</i>,(computer science) a tiny electromagnetic coil and metal pole used to write and read magnetic patterns on a disk <br /> <i>(Example: The head of the disk was broken so I couldn't read the data)</i>,5
shower_1,shower,someone who organizes an exhibit for others to see <br /> <i>(Example: Are you the shower for this gallery exhibit?)</i>,a plumbing fixture that sprays water over you <br /> <i>(Example: They installed a shower in the bathroom)</i>,washing yourself by standing upright under water sprayed from a nozzle <br /> <i>(Example: He took a shower after the game)</i>,a party of friends assembled to present gifts (usually of a specified kind) to a person <br /> <i>(Example: Her friends organized a baby shower for her when she was expecting)</i>,a sudden downpour (as of tears or sparks etc) likened to a rain shower <br /> <i>(Example: A little shower of rose petals)</i>,5
make_6,make,act in a certain way so as to acquire <br /> <i>(Example: Make friends)</i>,consider as being <br /> <i>(Example: It wasn't the problem some people made it)</i>,induce to have sex <br /> <i>(Example: Make love)</i>,favor the development of <br /> <i>(Example: Practice makes the winner)</i>,perform or carry out <br /> <i>(Example: Make a decision)</i>,5
jar_1,jar,the quantity contained in a jar <br /> <i>(Example: He drank a jar of beer)</i>,a vessel (usually cylindrical) with a wide mouth and without handles <br /> <i>(Example: You know where you keep cookie jars right?)</i>,a sudden jarring impact <br /> <i>(Example: All the jars and jolts were smoothed out by the shock absorbers)</i>,,,3
have_4,have,"organize or be responsible for <br /> <i>(Example: Have, throw, or make a party)</i>",receive willingly something given or offered <br /> <i>(Example: The only girl who would have him was the miller's daughter)</i>,achieve a point or goal <br /> <i>(Example: She had 29 points that day)</i>,"have or possess, either in a concrete or an abstract sense <br /> <i>(Example: I already have one of those)</i>",,4
shovel_1,shovel,a hand tool for lifting loose material; consists of a curved container or scoop and a handle <br /> <i>(Example: I need a new shovel to finish digging the holes)</i>,a machine for excavating <br /> <i>(Example: We need a power shovel to move this rock)</i>,the quantity a shovel can hold <br /> <i>(Example: A shovel of dirt)</i>,a fire iron consisting of a small shovel used to scoop coals or ashes in a fireplace <br /> <i>(Example: Clean the fireplace with the shovel)</i>,,4
gentle_1,gentle,soft and mild; not harsh or stern or severe <br /> <i>(Example: A gentle reprimand)</i>,belonging to or characteristic of the nobility or aristocracy <br /> <i>(Example: Of gentle blood)</i>,having or showing a kindly or tender nature <br /> <i>(Example: The gentle touch of her hand)</i>,quiet and soothing <br /> <i>(Example: A gentle voice)</i>,"easily handled or managed <br /> <i>(Example: A gentle old horse, docile and obedient)</i>",5
show_3,show,"give evidence of, as of records <br /> <i>(Example: The diary shows his distress that evening)</i>","establish the validity of something, as by an example, explanation or experiment <br /> <i>(Example: The mathematician showed the validity of the conjecture)</i>",,,,2
catch_4,catch,delay or hold up; prevent from proceeding on schedule or as planned <br /> <i>(Example: I was caught in traffic and missed the meeting)</i>,take in and retain <br /> <i>(Example: We have a big barrel to catch the rainwater)</i>,suffer from the receipt of <br /> <i>(Example: She will catch hell for this behavior!)</i>,reach with a blow or hit in a particular spot <br /> <i>(Example: The rock caught her in the back of the head)</i>,check oneself during an action <br /> <i>(Example: She managed to catch herself before telling her boss what was on her mind)</i>,5
take_3,take,"accept or undergo, often unwillingly <br /> <i>(Example: I decided to just shut up take it)</i>",lay claim to; as of an idea <br /> <i>(Example: She took credit for the whole idea)</i>,take into one's possession <br /> <i>(Example: I'll take three salmon steaks)</i>,"travel or go by means of a certain kind of transportation, or a certain route <br /> <i>(Example: He takes the bus to work)</i>","buy, select <br /> <i>(Example: I'll take a pound of that sausage)</i>",5
full_1,full,constituting the full quantity or extent; complete <br /> <i>(Example: Gave full attention)</i>,(of sound) having marked deepness and body <br /> <i>(Example: Full tones)</i>,complete in extent or degree and in every particular <br /> <i>(Example: A full game)</i>,containing as much or as many as is possible or normal <br /> <i>(Example: A full glass)</i>,having the normally expected amount <br /> <i>(Example: Gives full measure)</i>,5
drop_5,drop,omit (a letter or syllable) in speaking or writing <br /> <i>(Example: New Englanders drop their post-vocalic r's)</i>,utter with seeming casualness <br /> <i>(Example: Drop a hint)</i>,give birth; used for animals <br /> <i>(Example: The cow dropped her calf this morning)</i>,,,3
alligator_1,alligator,leather made from alligator's hide <br /> <i>(Example: She had an alligator purse)</i>,either of two amphibious reptiles related to crocodiles but with shorter broader snouts <br /> <i>(Example: He didn't want to be eaten by the alligator did he)</i>,,,,2
tissue_1,tissue,a soft thin (usually translucent) paper <br /> <i>(Example: Do you need a tissue? You have boogers everywhere)</i>,part of an organism consisting of an aggregate of cells having a similar structure and function <br /> <i>(Example: The skin tissue is the largest organ in the body)</i>,,,,2
peas_1,peas,seed of a pea plant used for food <br /> <i>(Example: I had peas and mashed potatoes for lunch)</i>,the fruit or seed of a pea plant <br /> <i>(Example: The pea harvest was pretty good this year)</i>,a leguminous plant of the genus Pisum with small white flowers and long green pods containing edible green seeds <br /> <i>(Example: We grow peas in our garden)</i>,,,3
heavy_5,heavy,characterized by effort to the point of exhaustion; especially physical effort <br /> <i>(Example: Heavy work)</i>,full and loud and deep <br /> <i>(Example: Heavy sounds)</i>,prodigious <br /> <i>(Example: Heavy investor)</i>,of relatively large extent and density <br /> <i>(Example: A heavy line)</i>,usually describes a large person who is fat but has a large frame to carry it <br /> <i>(Example: She's a bit heavy)</i>,5
puzzle_1,puzzle,a game that tests your ingenuity <br /> <i>(Example: You've only got two more pieces to put on this puzzle haven't you)</i>,a particularly baffling problem that is said to have a correct solution <br /> <i>(Example: He loved to solve chessmate puzzles)</i>,,,,2
meat_1,meat,the choicest or most essential or most vital part of some idea or experience <br /> <i>(Example: The meat of the story)</i>,the flesh of animals (including fishes and birds and snails) used as food <br /> <i>(Example: Farmers raise turkeys for their meat and feathers)</i>,the inner and usually edible part of a seed or grain or nut or fruit stone <br /> <i>(Example: You need to roast the chestnut to get to the meat)</i>,,,3
break_1,break,come forth or begin from a state of latency <br /> <i>(Example: The first winter storm broke over New York)</i>,prevent completion <br /> <i>(Example: Break off the negotiations)</i>,force out or release suddenly and often violently something pent up <br /> <i>(Example: Break into tears)</i>,fracture a bone of <br /> <i>(Example: I broke my foot while playing hockey)</i>,"break down, literally or metaphorically <br /> <i>(Example: The dam broke)</i>",5
